id;proper;con;mag;dist;spect;ci;lum;x;y;z
89860;Tusizuo;Her;3.85;36.4697;K2III;1.168;33.419504002611426;3.495833;-33.687362;13.525603
74556;Zubeneschamali;Lib;2.61;56.7537;B8V;-0.071;253.51286304979072;-36.549398;-42.420251;-9.252607
85560;Yildun;UMi;4.35;52.7704;A1Vn;0.021;44.136714346343965;-0.379972;-3.119005;52.676703
80571;Kornephoros;Her;2.78;42.6621;G8III;0.947;122.4616199265049;-15.155861;-36.689058;15.62843
92654;Alya;Ser;4.62;47.4158;A5V;0.161;27.797132677592884;11.483943;-45.872196;3.475585
64037;Diadem;Com;4.32;17.8253;F5V;0.455;5.176068319505676;-16.211012;-5.110375;5.368871
53565;Chalawan;UMa;5.03;14.0627;G0V;0.624;1.6749428760264369;-10.333319;2.794615;9.120037
30251;Mirzam;CMa;1.98;151.0574;B1II/III;-0.24;3209.223768048436;-14.209731;142.995999;-46.568852
40921;Avior;Car;1.86;185.5288;K3III+B2V;1.196;5405.053537086696;-54.83708;76.515238;-159.872623
676;Alpheratz;And;2.07;29.7442;B9p;-0.038;114.49855346901884;25.974572;0.951042;14.461264
61878;;Cen;10.13;100000.0;K;0.75;772680.5850957021;-56998.495597;-10895.342999;-81439.934926
86839;Bake-eo;Oph;3.75;31.5159;A0V;0.043;27.365286541924664;-1.662293;-31.436744;1.488597
73467;Quadrans;Boo;4.83;12.5078;G2V + G2V;0.647;1.593675881028766;-5.858189;-6.055134;9.244209
46339;Intercrus;UMa;5.4;85.8369;K0III-IV;0.993;44.38129803081385;-47.431774;36.836132;61.329924
3172;Schedar;Cas;2.24;69.979;K0II-IIIvar;1.17;542.0008904016238;37.984817;6.784483;58.379619
109081;Biham;Peg;3.52;28.2965;A2V;0.086;27.264654585290064;24.963846;-12.967714;3.054948
108573;Kurhah;Cep;4.26;29.5946;Am;0.379;15.079953418017894;11.085515;-6.15803;26.739992
26569;Phact;Col;2.65;80.1282;B7IV;-0.12;487.0796664925367;5.885917;66.110037;-44.89318
111676;Homam;Peg;3.41;62.6566;B8.5V;-0.086;147.91083881682073;57.962157;-20.678728;11.774377
21057;Hoggar;Tau;8.38;226.7574;K0;1.008;19.91590289057612;85.200384;209.362436;18.088209
89726;Alasia;Ser;7.95;42.735;G5;0.713;1.0509934271862162;3.976682;-41.623556;-8.82869
113521;Scheat;Peg;2.44;60.0962;M2II-IIIvar;1.655;332.35330357747745;51.433435;-12.877612;28.290136
78581;Acrab B;Sco;4.9;122.1001;B2V;-0.024;142.42951649732905;-55.06152;-100.825111;-41.363651
26569;Phact;Col;2.65;80.1282;B7IV;-0.12;487.0796664925367;5.885917;66.110037;-44.89318
36107;Luyten's Star;CMi;9.84;3.8026;M5;1.573;0.0014588142602753;-1.409549;3.514856;0.346358
92564;Nunki;Sgr;2.05;69.8324;B2.5V;-0.134;642.6877173170194;14.950858;-60.794062;-30.937099
30270;Tejat;Gem;2.87;71.0227;M3IIIvar;1.621;312.4640085806112;-6.562116;65.281443;27.194957
93819;Meridiana;CrA;4.11;38.432;A0/A1V;0.042;29.187708481971423;9.052029;-28.941534;-23.610478
57584;Zavijava;Vir;3.59;10.929;F8V;0.518;3.8124135110429895;-10.914853;0.443379;0.336562
2914;Fulu;Cas;3.69;181.8182;B2IV;-0.196;962.0552191862148;105.743565;17.207892;146.901502
82294;Pipirima;Sco;3.56;145.3488;B2IV;-0.21;693.1065451499361;-33.31875;-109.554458;-89.520712
76118;Karaka;Aps;8.71;39.2311;K0/K1V;0.891;0.4397440784473685;-3.930997;-5.39398;-38.659171
42437;Meleph;Cnc;6.29;179.8561;Am;0.17;85.90135215053961;-109.202884;129.624965;60.169858
43079;;Cnc;10.44;100000.0;;0.572;580764.4175213124;-63398.213472;70392.918777;32023.483799
57828;Phecda;UMa;2.41;25.5037;A0V SB;0.044;61.54602373713163;-15.094867;0.406425;20.552678
62092;;Cru;7.89;100000.0;F0II;0.499;6081350.012787188;-51208.080296;-10389.466507;-85263.0723
44000;Talitha;UMa;3.12;14.5096;A7IV;0.223;10.35618977044986;-6.835882;6.883318;10.789878
72261;Merga;Boo;5.76;48.9956;F7IVw;0.482;10.384844550082734;-25.109461;-22.870123;35.313409
3685;Shimu;And;4.08;58.0046;K1II;1.1;68.35967668381046;51.755023;10.844894;23.839349
112928;Tengshe;Lac;4.99;490.1961;K5Ibvar;1.778;2112.5159662408514;304.725766;-86.755537;374.042528
28309;Mahasim;Aur;2.65;50.7614;A0p Si;-0.083;195.52396696208865;0.049188;40.426416;30.69934
108728;Sadalmelik;Aqr;2.95;160.5136;G2Ib;0.969;1483.200967181874;140.987693;-76.722268;-0.896054
48571;Bibhā;Sex;8.73;95.3289;F8;0.664;2.54917705050912;-81.553447;48.954496;-6.331799
28288;Menkalinan;Aur;1.9;24.8694;A2V;0.077;93.58365435835302;0.036195;17.601288;17.569058
25865;Mintaka;Ori;2.25;212.3142;O9.5II;-0.175;4943.106869868354;25.868117;210.729667;-1.108306
117515;Uúba;Scl;9.79;77.101;G8;0.815;0.6280583588133175;61.046878;-1.419958;-47.072569
118589;Ross 686;Hya;12.68;24.5278;dM4;1.47;0.0044381298030813;-17.333104;17.206472;2.240759
99574;Chechia;Aql;6.44;65.6168;G5;0.867;9.954054173515267;36.598915;-54.209052;5.240473
85769;Rasalhague;Oph;2.08;14.8965;A5III;0.155;28.444611074479155;-1.587067;-14.453242;3.239454
99156;Antinous;Aql;3.24;87.7963;B9.5III;-0.066;339.46890538007864;47.588681;-73.769106;-1.258706
49496;Yunü;Leo;4.39;90.5797;K4III;1.448;125.31411749414156;-78.745563;41.911852;15.725184
84529;Inquill;Ara;6.67;54.7945;G1Vw...;0.614;5.618236281342277;-6.321012;-35.717587;-41.069892
73010;;Dra;8.65;100000.0;M0;1.558;3019951.720402019;-31417.21867;-30894.695218;89769.015693
57197;Flegetonte;Vir;8.07;29.6384;K0;0.835;0.4524806378555481;-29.544905;1.845236;1.458929
88141;Pincoya;Sgr;9.62;41.0678;K2;1.396;0.2085451047693168;0.490331;-36.066992;-19.63405
80519;Antares;Sco;1.06;169.7793;M1Ib + B2.5V;1.865;9453.660459579653;-58.542602;-140.307591;-75.574766
7736;p Eridani;Eri;5.76;7.8223;K0V;0.88;0.2647280740017561;3.945945;1.835674;-6.500103
94967;Sika;Sgr;7.84;58.072;G1V;0.599;2.1478304741305343;17.247552;-45.594321;-31.559182
50655;Tania Australis;UMa;3.06;70.6215;M0III SB;1.603;259.4179362118815;-48.161684;21.865099;46.794651
100020;Dabih;Cap;3.05;100.2004;A5:n;0.79;526.744488331906;55.920163;-79.116953;-25.564218
73327;Nekkar;Boo;3.49;69.0608;G8III;0.956;166.87835113653907;-36.876434;-37.508062;44.750903
101629;Sualocin;Del;3.77;77.821;B9V;-0.057;163.68165214278085;48.015095;-57.406003;21.335542
22396;Tabit;Ori;3.19;8.0684;F6V;0.484;3.003308878676558;2.413721;7.63677;0.977904
74868;Pherkad;UMi;3.0;149.2537;A3II-III;0.058;1224.6161992650489;-29.797327;-35.741213;141.814461
26176;Hatysa;Ori;2.75;714.2857;O9III;-0.21;35285.8025828527;76.014147;706.411475;-73.54604
